Descricao;Unidade
SLEEK/MG - MODULO TOMADA INFORMATICA RJ45 ** CAT6 **;PC
SLEEK/MG - MODULO TOMADA NBR - 10A;PC
SLEEK/MG - MODULO TOMADA NBR - 20A;PC
SLEEK/MG - MODULO TOMADA NBR - 20A VERMELHA;PC
SLEEK/MG - MODULO TOMADA TEL. RJ11;PC
SLEEK/MG - MODULO TOMADA USB ENTR.BIVOLT SAIDA 5V - ** 1A **;PC
SLEEK/MG - MODULO TOMADA USB ENTR.BIVOLT SAIDA 5V - ** 2A **;PC
SLEEK/MG - MODULO TV ( EMENDA COAXIAL 75OHMS + MODULO FURO );PC
SLEEK/MG - PLACA+BAST. 4X2 - 1 SECAO;PC
SLEEK/MG - PLACA+BAST. 4X2 - 2 SECAO (DISTANCIADAS);PC
SLEEK/MG - PLACA+BAST. 4X2 - 3 SECAO;PC
SLEEK/MG - PLACA+BAST. 4X2 - CEGA;PC
SLEEK/MG - PLACA+BAST. 4X4 - 2 SECAO;PC
SLEEK/MG - PLACA+BAST. 4X4 - 4 SECAO (DISTANCIADAS);PC
SLEEK/MG - PLACA+BAST. 4X4 - 6 SECAO;PC
SLEEK/MG - PLACA+BAST. 4X4 - CEGA;PC
SOLAR - ESPETO P/ JARDIM LED ECOFORCE ** 3000K ** - PT;PC
SOLAR - ESPETO P/ JARDIM LED ECOFORCE ** VERDE ** - PT;PC
SOLAR - ESPETO P/ JARDIM LED ** 6400K ** - CR;PC
SOLAR - ESPETO P/ JARDIM LED ** 6400K ** - PT;PC
SOLAR - ESPETO P/ JARDIM LED ** 6400K ** - PT/08;PC
SOLAR - ESTRUTURA MINI TRILHO PARA 04 MÓDULOS - TELHADO METÁLICO;UN
SOLAR - LUMINARIA PUBLICA 150W 6500K;UN
SOLAR - POSTE RETO TELEC. 7MT GALV. FOG. (2BRACOS+2SUP.) (2-LUM. LED 36V 50W) + GERA. FOTO 410W;PC
SOLAR - REFLETOR LED 25W ( KIT + PLACA );UN
SOLAR - REFLETOR LED 60W ( KIT + PLACA );PC
SOLAR - REFLETOR LED 100W ( KIT + PLACA );PC
SOLAR - REFLETOR LED 200W ( KIT + PLACA );PC
SOLAR - REFLETOR LED 300W ( KIT + PLACA );UN
SOLAR - ARANDELA BRANCA 6500K - 5.6W;UN
SOLAR - ARANDELA PRETA 6500K - 4W;UN
SOLAR - ARANDELA PRETA 6500K - 5.6W;UN
SOLAR - MÓDULO FOTOVOLTAICO - 450 WP (MARCA LONGI);PC
SOQUETE - E-27 - BOCAL DE LOUCA ** RETO - SIMPLES **;PC
SOQUETE - E-27 - BOCAL DE LOUCA ** LORENZETTI **;PC
SOQUETE - E-27 - BOCAL C/ PINO MACHO * PRETO;PC
SOQUETE - E-27 - BOCAL C/ RABICHO * PRETO;PC
SOQUETE - E-27 - LUSTRE C/ ARRUELA BRANCO;PC
SOQUETE - E-27 - LUSTRE C/ ARRUELA PRETO;PC
SOQUETE - E-40 - LOUÇA;PC
SOQUETE - E-40 - LOUÇA ( C/ GANCHO P/ PERFILADO);PC
SOQUETE *MG* PROGRAMAVEL - CONTROLE REMOTO;UN
SOQUETE 1570 P/ TEMPO;PC
SOQUETE ADAPT. E-27 P/ E-14;PC
SOQUETE ADAPT. E-27 P/ E-40 (AMPLIACAO);PC
SOQUETE ADAPT. E-40 P/ E-27 (REDUCAO);PC
SOQUETE E-14 C/BASE;PC
SOQUETE FLUOR ANT.VIB. SIMPLES;PC
SOQUETE FLUOR HO FIXO/MOVEL;PC
SOQUETE FLUOR TOMADINHA COMUM - RABICHO - T8;PC
SOQUETE FLUOR TOMADINHA ENGATI RAPIDO;PC
SOQUETE FLUOR TOMADINHA MINI - RABICHO - T5;PC
SOQUETE P/LAMP.HALOPIN G.9;PC
SOQUETE P/LAMPADA DICROICA GU.10;PC
SPDA - ABRACADEIRA 3 ESTAIS P/ MASTRO 1 1/2;PC
SPDA - ABRACADEIRA UNHA P FITA;PC
SPDA - ALICATE P/ MOLDE SOLDA EXOTERMINCA CADIM 50MM;PC
SPDA - BASE PARA MASTRO 1 1/2;PC
SPDA - BENTONITA MINERAL SACO (25KG);PC
SPDA - CAIXA EQUIPOTENCIALIZAÇÃO - 9 TERMINAIS;PC
SPDA - CAIXA EQUIPOTENCIALIZAÇÃO - 11 TERMINAIS;PC
SPDA - CONECTOR SACC DE ATERRAMENTO À COMPRESSÃO (CABO-CABO) - 50MM;PC
SPDA - CONECTOR SACC DE ATERRAMENTO À COMPRESSÃO (CABO-CABO) - 70MM;UN
SPDA - CORDOALHA COBRE 30CM (ESTANHADA);MT
SPDA - DISCO MOLDE DE SOLDA;UN
SPDA - EMENDA CURVA L PARA HASTE;PC
SPDA - FITA ALUMINIO ( APENAS SUPORTE GUIA ** DESCIDA ** );UN
SPDA - FITA ALUMINIO (PARA RAIO - 3MT) 7/8 X 1/8;UN
SPDA - FITA ALUMINIO (PARA RAIO - 6MT) 7/8 X 1/8;BR
SPDA - ISOLADOR FIXAÇÃO DUPLO (90 GRAUS);PC
SPDA - ISOLADOR FIXAÇÃO HORIZONTAL - REFORÇADO;PC
SPDA - ISOLADOR FIXAÇÃO HORIZONTAL CURTO - SIMPLES;PC
SPDA - ISOLADOR FIXAÇÃO HORIZONTAL LONGO - SIMPLES;PC
SPDA - ISOLADOR FIXAÇÃO MECANICA;PC
SPDA - ISOLADOR FIXAÇÃO PARA MASTRO - SIMPLES - 1 1/2;PC
SPDA - ISOLADOR FIXAÇÃO ROSCA SOBERBA;PC
SPDA - MASTRO ABRAÇADEIRA (ABRAC. 3/4 P/ ABRAC. 11/2);PC
SPDA - MASTRO DE PARARRAIO - APENAS CONJ DE CABOS P/ MASTRO;CJ
SPDA - MASTRO DE PARARRAIO 1 1/2 (1 1/2 P/ 3/4);PC
SPDA - MOLDE DE SOLDA CADIM ( T - 35MM );PC
SPDA - MOLDE DE SOLDA CADIM ( T - 50MM );PC
SPDA - MOLDE DE SOLDA CADIM ( T - 70MM );PC
SPDA - MOLDE DE SOLDA CADIM ( X - 50MM );PC
SPDA - MOLDE DE SOLDA CADIM ( X - 50MM ) CABO/HASTE;PC
SPDA - PALITO IGNITOR;UN
SPDA - PARA RAIO PK 01 PARAKLIN;PC
SPDA - SOLDA EXOTERMINCA ( PO 200GR );PC
SPDA - SOLDA EXOTERMINCA ( PO 90GR );PC
SPDA - SUPORTE FIXAÇÃO HORIONTAL - 3/4;PC
SPDA - SUPORTE FIXAÇÃO ROSCA SOBERBA - 1 1/2;PC
SPDA - SUPORTE PARA RAIO TIPO Z;UN
SPDA - SUPORTE PORTA BANDEIRA 1 1/2;PC
SPDA - TAMPA GALV. FERRO FUNDIDO 10;PC
SPDA - TERMINAL AEREO COM ABA P/2 PARF.;UN
SPDA - TERMINAL AEREO FIXAÇÃO ROSCA MECANICA;PC
SPDA - TERMINAL AEREO PRT-152A GAL (C/ BASE 600MM);UN
SPDA - VARA - MANOBRA DE PARARRAIO (4MT / FENOLITE );UN
SPIRAL IMPORTADO 1/8 * 1/4 -- PT/BR;MT
SPIRAL IMPORTADO A 1/2 -- BRANCO;MT
SPIRAL IMPORTADO B 1/2 -- PRETO;MT
SPIRAL IMPORTADO C 3/4 -- BRANCO;MT
SPIRAL IMPORTADO D 3/4 -- PRETO;MT
SPIRAL IMPORTADO E 1 -- BRANCO;MT
SPOT - CANHAO (CENICO) PAR20 PT (TIPO SHOW);PC
SPOT - CANHAO (CENICO) PAR30 PT (TIPO SHOW);PC
SPOT - CANHAO (CENICO) PAR38 PT (TIPO SHOW);PC
SPOT 1 LAMP. COMUM BR;PC
SPOT 1 LAMP. COMUM PT;PC
SPOT 2 LAMP. COMUM BR;PC
SPOT 2 LAMP. COMUM PT;PC
SPOT 3 LAMP. COMUM BR;PC
SPOT 3 LAMP. COMUM PT;PC
SPOT EMB. DIRECIONAVEL PAR 20 QUADRADO 8W 3000K BR;PC
SPOT EMB. DIRECIONAVEL PAR 30 QUADRADO 12W 3000K BR;PC
SPOT EMB. LED 3W ** AVANT ** (QUADRADO 3000K) FURO 2;PC
SPOT EMB. LED 3W ** AVANT ** (QUADRADO 6500K) FURO 2;PC
SPOT EMB. LED 3W ** AVANT ** (REDONDO 3000K) FURO 2;PC
SPOT EMB. LED 3W ** AVANT ** (REDONDO 6400K) FURO 2;PC
SPOT EMB. LED 3W ** MAXTEL ** (CROMADO / REDONDO 3000K) FURO 2;UN
SPOT EMB. LED 5W ** AVANT ** (QUADRADO 3000K) FURO 2 1/2;PC
SPOT EMB. LED 5W ** AVANT ** (QUADRADO 4000K) FURO 2 1/2;PC
SPOT EMB. LED 5W ** AVANT ** (QUADRADO 6400K) FURO 2 1/2;PC
SPOT EMB. LED 5W ** AVANT ** (REDONDO 3000K) FURO 2 1/2;PC
SPOT EMB. LED 5W ** AVANT ** (REDONDO 4000K) FURO 2 1/2;PC
SPOT EMB. LED 5W ** AVANT ** (REDONDO 6400K) FURO 2 1/2;PC
SPOT EMB. LED 5W ** MAXTEL ** (CROMADO / REDONDO 6400K) FURO 2 1/2;UN
SPOT EMB. LED 5W * PRETO ** AVANT ** (QUADRADO 3000K) FURO 2 1/2;PC
SPOT EMB. LED 5W * PRETO ** AVANT ** (QUADRADO 6400K) FURO 2 1/2;PC
SPOT EMB. LED 5W * PRETO ** AVANT ** (REDONDO 3000K) FURO 2 1/2;PC
SPOT EMB. LED 5W * PRETO ** AVANT ** (REDONDO 6500K) FURO 2 1/2;PC
SPOT EMB. LED 6W ** RECUADO ** (QUADRADO 6400K) FURO 2 1/2 - PRETO;PC
SPOT EMB. LED 7W ** AVANT ** (QUADRADO 3000K) FURO 4;PC
SPOT EMB. LED 7W ** AVANT ** (QUADRADO 4000K) FURO 4;PC
SPOT EMB. LED 7W ** AVANT ** (QUADRADO 6400K) FURO 4;PC
SPOT EMB. LED 7W ** AVANT ** (REDONDO 3000K) FURO 4;PC
SPOT EMB. LED 7W ** AVANT ** (REDONDO 4000K) FURO 4;PC
SPOT EMB. LED 7W ** AVANT ** (REDONDO 6500K) FURO 4;PC
SPOT EMB. LED 12W ** AVANT ** (QUADRADO 3000K) FURO 5;PC
SPOT EMB. LED 12W ** AVANT ** (QUADRADO 6500K) FURO 5;UN
SPOT EMB. SOLO PAR 20 C/GRADE - GERMANY 1° LINHA;PC
SPOT EMB. SOLO PAR 20 C/GRADE - LINHA SIMPLES;PC
SPOT EMB. SOLO PAR 20 S/GRADE - GERMANY 1° LINHA;PC
SPOT EMB. SOLO PAR 20 S/GRADE - LINHA SIMPLES;PC
SPOT EMB. SOLO PAR 38 S/GRADE (BR) - LINHA SIMPLES;PC
SPOT EMB. SOLO PAR 38 S/GRADE (PT) - LINHA SIMPLES;PC
SPOT EMB. SOLO PAR LED - CROMADO - 3000K - 7W;UN
SPOT EMB. SOLO PAR LED - CROMADO - 6500K - 7W;UN
SPOT EMB. SOLO PAR LED - PRETO - 3000K - 3W;UN
SPOT EMB. SOLO PAR LED - PRETO - 3000K - 5/7W;UN
SPOT EMB. SOLO PAR LED - PRETO - 3000K - 12W;UN
SPOT EMB. SOLO PAR LED - PRETO - 3000K - 15W;UN
SPOT EMB. TETO PLANO PAR 30 1LAMP. (QUADRADO BRANCO);PC
SPOT EMB. TETO RECUADO AR 70 1LAMP. (QUADRADO BRANCO);UN
SPOT EMB. TETO RECUADO AR111 1LAMP. (QUADRADO BRANCO);PC
SPOT EMB. TETO RECUADO AR111 1LAMP. (QUADRADO PRETO);PC
SPOT EMB. TETO RECUADO AR111 2LAMP. DUPLO (RETANGULAR BRANCO);PC
SPOT EMB. TETO RECUADO AR111 2LAMP. DUPLO (RETANGULAR PRETO);PC
SPOT EMB. TETO RECUADO AR111 4LAMP. QUADRIPLO (RETANGULAR BRANCO);PC
SPOT EMB. TETO RECUADO AR111 4LAMP. QUADRIPLO (RETANGULAR PRETO);PC
SPOT EMB. TETO RECUADO AR111 (JUNCAO);PC
SPOT EMB. TETO RECUADO MR 11 1LAMP. (QUADRADO BRANCO);PC
SPOT EMB. TETO RECUADO MR 11 1LAMP. (QUADRADO PRETO);PC
SPOT EMB. TETO RECUADO MR 16 1LAMP. (JUNCAO);PC
SPOT EMB. TETO RECUADO MR 16 1LAMP. (QUADRADO BRANCO);PC
SPOT EMB. TETO RECUADO MR 16 1LAMP. (QUADRADO PRETO);PC
SPOT EMB. TETO RECUADO MR 16 1LAMP. (REDONDO BRANCO);PC
SPOT EMB. TETO RECUADO PAR 20 1LAMP. (QUADRADO BRANCO);PC
SPOT EMB. TETO RECUADO PAR 20 1LAMP. (QUADRADO PRETO);PC
SPOT EMB. TETO RECUADO PAR 20 1LAMP. (JUNCAO);PC
SPOT EMB. TETO RECUADO PAR 20 2LAMP. (QUADRADO BRANCO);PC
SPOT EMB. TETO RECUADO PAR 30 1LAMP. (QUADRADO PRETO);PC
SPOT EMB. TETO RECUADO PAR 38 1LAMP. (QUADRADO BRANCO);PC
SPOT EMB. TETO LAMP. DRICROICA GU ( QUADRADO / BRANCO );PC
SPOT EMB. TETO LAMP. DRICROICA GU ( QUADRADO / PRETO );PC
SPOT EMB. TETO LAMP. DRICROICA GU ( REDONDO / BRANCO );PC
SPOT EMB. TETO LAMP. DRICROICA GU ( REDONDO / PRETO );PC
SPOT EMB. TETO LAMP. DRICROICA GU (CROMADO) ** MR-11 **;PC
SPOT EMB. TETO LAMP. DRICROICA GU (CROMADO) ** MR-16 **;PC
SPOT EMB. TETO LAMP. DRICROICA GU (ESCOVADO) ** MR-11 **;PC
SPOT EMB. TETO RENTE ORIENTAVEL LAMP. AR-111 GU10 ( QUADRADO / BRANCO );PC
SPOT OMEGA 1L - BR/COB - REF. 4401;PC
SPOT OMEGA 1L - CAFÉ/COBRE - REF. 44491;PC
SPOT POP 1 LAMP. - BR - REF. 3801;PC
SPOT POP 1 LAMP. - PT - REF. 3901;PC
SPOT SOB. LED 5W BRANCO (QUADRADO 3000K);PC
SPOT SOB. LED 5W BRANCO (QUADRADO 4000K);PC
SPOT SOB. LED 5W BRANCO (QUADRADO 6500K);PC
SPOT SOB. LED 5W PRETO (QUADRADO 3000K);PC
SPOT SOB. LED 5W PRETO (QUADRADO 4000K);PC
SPOT SOB. LED 5W PRETO (QUADRADO 6500K);PC
SPOT TELA 1 LAMP. - BR - REF. 3001;PC
SPOT TELA 1 LAMP. - PT - REF. 3101;PC
SPOT TELA 2 LAMP. - BR - REF. 3002;PC
SPOT TELA 2 LAMP. - PT - REF. 3102;PC
SPOT TRILHO 3 LAMP.- E-27 - BR - REF. 3213;PC
SPOT TRILHO 3 LAMP.- E-27 - PT - REF. 3223;PC
SPOT TRILHO 3 LAMP. GU - BR - REF. 3613;PC
SPOT TRILHO 3 LAMP. GU - PT - REF. 3623;PC
SPOT VILLAGE 1LAMP. BR COD.515;PC
SPOT VILLAGE 1LAMP. PT COD.515;PC
STARTER 15/20W;PC
STARTER 30/40W;PC
STYLUS 1TOMADA NBR 20A S/PL - (B-LUX *BASE REDONDA* PT - 20A);PC
STYLUS 1TOMADA NBR 20A S/PL - (B-LUX *BASE REDONDA* VM - 20A);PC
STYLUS 2 TOMADAS NBR 20A S/PL ** B-LUX 3 SECAO **;PC
STYLUS CONJ. TOM+1S S/PL (MODELO ANTIGO - CONDULETE);PC
STYLUS PLACA REDONDA 3X3;PC
STYLUS PLACA REDONDA 4;PC
SUPER BONDER 2 GR;PC
SUPER BONDER ** 20GR ** ( TEKBOND * 793 *);PC
SUPORTE P/ TV PEDESTAL - CLASS;PC
SUPORTE P/ TV UNIVERSAL SIMP. - KIT ( CAIXA 10PC );PC
SUPORTE P/ TV UNIVERSAL SIMPLES (M1);PC
SUPORTE P/ TV - BRA3.0 ( 120/130 ) - ARTICULAVEL * 1 BRACO * ** M2 **;PC
SUPORTE P/ TV - BRA4.0 ( 140 ) - ARTICULAVEL * 3 BRACOS * TV DE 10 A 55;PC
SUPORTE P/ TV - MODELO ANTIGO - TV+DVD;PC
SUPORTE P/ TV - SBRP 110 - ARTICULAVEL * SEMI ARTICULAVEL *;PC
SUPORTE P/ TV - SBRP 120 - ARTICULAVEL;PC
SUPORTE P/ TV - SBRP 137 - ARTICULAVEL * 1 BRACO *;PC
SUPORTE P/ TV - SBRP 1440/2440 - ** MASTER ARTICULAVEL ** ATE 70'';UN
SUPORTE P/ TV - SBRP 145 - MASTER ARTICULAVEL;UN
SUPORTE P/ TV - SBRP 150 - TETO;PC
SUPORTE P/ UNIVERSAL/MICRO-ONDAS (SBR5.0);PC
SUPORTE P/ 1 DISJUNTOR FIO DENTAL;PC
SUPORTE P/ 2 DISJUNTORES FIO DENTAL;PC
SUPORTE P/ 3 DISJUNTORES FIO DENTAL;PC
SUPORTE TELHADO BRASILIT - PLACA DREAM;PC
TARTARUGA - LED 5/8W - BR (6500K);PC
TARTARUGA - LED 5/8W - PT (6500K);PC
TARTARUGA - LED 12/18W - BR (3000K);PC
TARTARUGA - LED 12/18W - BR (6500K);PC
TARTARUGA - LED 12/18W - PT (6500K);PC
TARTARUGA - ALUMINIO PL-15 MEDIA C/GRADE;PC
TARTARUGA - ALUMINIO PL-25 GRANDE S/GRADE;PC
TARTARUGA - CHAPA SIMPLES ** LUMINARIA PAREDE ** - BR;PC
TARTARUGA - CHAPA SIMPLES ** LUMINARIA PAREDE ** - PT;PC
TARTARUGA - PLASTICA - BR - REF. 5104;PC
TARTARUGA - PLASTICA - PT- REF. 5105;PC
TARTARUGA - PLATICA - INCOLOR - SEM PROTEÇÃO;PC
TC - TRANSFORMADOR DE CORRENRE 100/5 (JNG);PC
TC - TRANSFORMADOR DE CORRENRE 400/5 (JNG);PC
TC - TRANSFORMADOR DE CORRENRE 600/5(JNG);PC
TC - TRANSFORMADOR DE CORRENRE 800/5(JNG);PC
TC - TRANSFORMADOR DE CORRENRE 800/5(JNG) ** BIPARTIDO **;PC
TELA TAPUME LARANJA 1.20M X 50M CERQUITE;PC
TELEFONE - ** INTELBRAS ** S/ FIO TS3110;PC
TERMINAL 4 PARAFUSO 10/35MM2;PC
TERMINAL 4 PARAFUSO 16/50MM2;PC
TERMINAL 4 PARAFUSO 25/95MM2;PC
TERMINAL 4 PARAFUSO 35/120MM2;PC
TERMINAL 4 PARAFUSO 70/150MM2;PC
TERMINAL 4 PARAFUSO 95/240MM2;PC
TERMINAL A COMP/ 1F/1C TM 6 MM2;PC
TERMINAL A COMP/ 1F/1C TM 10 MM2;PC
TERMINAL A COMP/ 1F/1C TM 16 MM2;PC
TERMINAL A COMP/ 1F/1C TM 25 MM2;PC
TERMINAL A COMP/ 1F/1C TM 35 MM2;PC
TERMINAL A COMP/ 1F/1C TM 50 MM2;PC
TERMINAL A COMP/ 1F/1C TM 70 MM2;PC
TERMINAL A COMP/ 1F/1C TM 95 MM2;PC
TERMINAL A COMP/ 1F/1C TM 120 MM2;PC
TERMINAL A COMP/ 1F/1C TM 150 MM2;PC
TERMINAL A COMP/ 1F/1C TM 185 MM2;PC
TERMINAL A COMP/ 1F/1C TM 240 MM2;PC
TERMINAL ISOL. DERIVACAO A KIT GRAMPO + MACHO 'CAIXA'(120PCS);PC
TERMINAL ISOL. DERIVACAO 1.5MM DUPLO GRAMPO VERMELHO;PC
TERMINAL ISOL. DERIVACAO 2.5MM DUPLO GRAMPO AZUL;PC
TERMINAL ISOL. DERIVACAO 4.0MM DUPLO GRAMPO AMARELO;PC
TERMINAL ISOL. DERIVACAO A 1.5MM KIT GRAMPO + MACHO VERMELHO;PC
TERMINAL ISOL. DERIVACAO B 2.5MM KIT GRAMPO + MACHO AZUL;PC
TERMINAL ISOL. DERIVACAO C 4.0MM KIT GRAMPO + MACHO AMARELO;PC
TERMINAL ISOL. AGULHA 1.5MM2 - VM;PC
TERMINAL ISOL. AGULHA 2.5MM2 - AZ;PC
TERMINAL ISOL. AGULHA 4.00 A 6.0MM2 - AM;PC
TERMINAL ISOL. FEMEA 0.50/1.5MM2 - VM;PC
TERMINAL ISOL. FEMEA 1.5/2.5MM2 - AZ;PC
TERMINAL ISOL. FEMEA 4.0/6.0MM2 - AM;PC
TERMINAL ISOL. FORQUI. 1.5MM2 - VM (F4MM);PC
TERMINAL ISOL. FORQUI. 2.5MM2 - AZ (F5MM);PC
TERMINAL ISOL. FORQUI. 6.0MM2 - AM (F6MM);PC
TERMINAL ISOL. MACHO 0.5/1.5MM2 - VM;PC
TERMINAL ISOL. MACHO 1.5/2.5MM2 - AZ;PC
TERMINAL ISOL. MACHO 4.0/6.0MM2 - AM;PC
TERMINAL ISOL. OLHAL 1.5MM2 - VM (F4MM);PC
TERMINAL ISOL. OLHAL 2.5MM2 - AZ (F5MM);PC
TERMINAL ISOL. OLHAL 4.00 A 6.0MM2 - AM (F6MM);PC
TERMINAL ISOL. TUBO/ILHOES DUPLO - 0.75MM;PC
TERMINAL ISOL. TUBO/ILHOES DUPLO - 1.0MM;PC
TERMINAL ISOL. TUBO/ILHOES DUPLO - 1.5MM;PC
TERMINAL ISOL. TUBO/ILHOES DUPLO - 2.5MM;PC
TERMINAL ISOL. TUBO/ILHOES DUPLO - 4.0MM;PC
TERMINAL ISOL. TUBO/ILHOES DUPLO - 6.0MM;PC
TERMINAL ISOL. TUBO/ILHOES DUPLO - 10MM;PC
TERMINAL ISOL. TUBO/ILHOES DUPLO - 16MM;PC
TERMINAL ISOL. TUBO/ILHOES 0.75MM;UN
TERMINAL ISOL. TUBO/ILHOES 1.5MM;UN
TERMINAL ISOL. TUBO/ILHOES 2.5MM;UN
TERMINAL ISOL. TUBO/ILHOES 4MM;UN
TERMINAL ISOL. TUBO/ILHOES 6MM;UN
TERMINAL ISOL. TUBO/ILHOES 10MM;UN
TERMINAL ISOL. TUBO/ILHOES 16MM LONGO;UN
TERMINAL ISOL. TUBO/ILHOES 25MM LONGO;UN
TERMINAL ISOL. TUBO/ILHOES 35MM LONGO;UN
TERMINAL ISOL. TUBO/ILHOES 50MM LONGO;UN
TERMINAL ISOL. TUBO/ILHOES 70MM LONGO;UN
TERMINAL ISOL. TUBO/ILHOES 95MM LONGO;UN
TERMINAL ISOL. TUBO/ILHOES-120MM LONGO;UN
TERMINAL ISOL. TUBO/ILHOES-150MM LONGO;PC
TERMINAL ISOL. TUBO/ILHOES-185MM LONGO;PC
TERMINAL PRESSAO REFORCADO 10MM;PC
TERMINAL PRESSAO REFORCADO 16MM;PC
TERMINAL PRESSAO REFORCADO 25MM;PC
TERMINAL PRESSAO REFORCADO 35MM;PC
TERMINAL PRESSAO REFORCADO 50MM;PC
TERMINAL PRESSAO REFORCADO 70MM;PC
TERMINAL PRESSAO REFORCADO 95MM;PC
TERMINAL PRESSAO REFORCADO 120MM;PC
TERMINAL PRESSAO REFORCADO 150MM ENCOMENDA;PC
TERMINAL PRESSAO REFORCADO 185MM ENCOMENDA;PC
TERMINAL PRESSAO REFORCADO 240MM ENCOMENDA;PC
TERMINAL PRESSAO REFORCADO 300MM ENCOMENDA;PC
TERMINAL RJ-09 P/FONE (MONOFONE DE TELEF;PC
TERMINAL RJ-11 P/ TOMADA DE TELEF. USA;PC
TERMINAL RJ-45 P/ ( CAT 5 - FURUKAWA );PC
TERMINAL RJ-45 P/ ( CAT 5 - SIMPLES );PC
TERMINAL RJ-45 P/ ( CAT 6 );PC
TERMINAL TCM - CURTO - 25MM;PC
TERMINAL TCM - CURTO - 50MM;PC
TERMINAL TCM - CURTO - 95MM;PC
TERMINAL TCM - LONGO - 50MM;PC
TERMINAL TCM - LONGO - 95MM;PC
TERMO-RETRATIL - KIT 1-1.5-2-3-4-6-8MM;PC
TERMO-RETRATIL * KIT ** (4MM - 10PC);UN
TERMO-RETRATIL * KIT ** (8MM - 10PC);UN
TERMO-RETRATIL * KIT ** (MISTO - 10PC);UN
TERMO-RETRATIL ** ROLO 06MM ** (MT - 125 GRAUS) AZUL;MT
TERMO-RETRATIL ** ROLO 06MM ** (MT - 125 GRAUS) BRANCO;MT
TERMO-RETRATIL ** ROLO 06MM ** (MT - 125 GRAUS) LILAS;MT
TERMO-RETRATIL ** ROLO 06MM ** (MT - 125 GRAUS) PRETO;MT
TERMO-RETRATIL ** ROLO 06MM ** (MT - 125 GRAUS) VERDE;MT
TERMO-RETRATIL ** ROLO 06MM ** (MT - 125 GRAUS) VERMELHO;MT
TERMO-RETRATIL ** ROLO 08MM ** (MT - 125 GRAUS) AZUL;MT
TERMO-RETRATIL ** ROLO 08MM ** (MT - 125 GRAUS) BRANCO;MT
TERMO-RETRATIL ** ROLO 08MM ** (MT - 125 GRAUS) LILAS;MT
TERMO-RETRATIL ** ROLO 08MM ** (MT - 125 GRAUS) PRETO;MT
TERMO-RETRATIL ** ROLO 08MM ** (MT - 125 GRAUS) VERDE;MT
TERMO-RETRATIL ** ROLO 08MM ** (MT - 125 GRAUS) VERMELHO;MT
TERMO-RETRATIL ** ROLO 10MM ** (MT - 125 GRAUS) AZUL;MT
TERMO-RETRATIL ** ROLO 10MM ** (MT - 125 GRAUS) BRANCO;MT
TERMO-RETRATIL ** ROLO 10MM ** (MT - 125 GRAUS) LILAS;MT
TERMO-RETRATIL ** ROLO 10MM ** (MT - 125 GRAUS) PRETO;MT
TERMO-RETRATIL ** ROLO 10MM ** (MT - 125 GRAUS) VERDE;MT
TERMO-RETRATIL ** ROLO 10MM ** (MT - 125 GRAUS) VERMELHO;MT
TERMO-RETRATIL ** ROLO 12MM ** (MT - 125 GRAUS) AZUL;MT
TERMO-RETRATIL ** ROLO 12MM ** (MT - 125 GRAUS) BRANCO;MT
TERMO-RETRATIL ** ROLO 12MM ** (MT - 125 GRAUS) LILAS;MT
TERMO-RETRATIL ** ROLO 12MM ** (MT - 125 GRAUS) PRETO;MT
TERMO-RETRATIL ** ROLO 12MM ** (MT - 125 GRAUS) VERDE;MT
TERMO-RETRATIL ** ROLO 12MM ** (MT - 125 GRAUS) VERMELHO;MT
TERMO-RETRATIL ** ROLO 14MM ** (MT - 125 GRAUS) AZUL;MT
TERMO-RETRATIL ** ROLO 14MM ** (MT - 125 GRAUS) BRANCO;MT
TERMO-RETRATIL ** ROLO 14MM ** (MT - 125 GRAUS) LILAS;MT
TERMO-RETRATIL ** ROLO 14MM ** (MT - 125 GRAUS) PRETO;MT
TERMO-RETRATIL ** ROLO 14MM ** (MT - 125 GRAUS) VERDE;MT
TERMO-RETRATIL ** ROLO 14MM ** (MT - 125 GRAUS) VERMELHO;MT
TERMO-RETRATIL ** ROLO 18MM ** (MT - 125 GRAUS) AZUL;MT
TERMO-RETRATIL ** ROLO 18MM ** (MT - 125 GRAUS) BRANCO;MT
TERMO-RETRATIL ** ROLO 18MM ** (MT - 125 GRAUS) LILAS;MT
TERMO-RETRATIL ** ROLO 18MM ** (MT - 125 GRAUS) PRETO;MT
TERMO-RETRATIL ** ROLO 18MM ** (MT - 125 GRAUS) VERDE;MT
TERMO-RETRATIL ** ROLO 18MM ** (MT - 125 GRAUS) VERMELHO;MT
TERMO-RETRATIL ** ROLO 20MM ** (MT - 125 GRAUS) AZUL;MT
TERMO-RETRATIL ** ROLO 20MM ** (MT - 125 GRAUS) BRANCO;MT
TERMO-RETRATIL ** ROLO 20MM ** (MT - 125 GRAUS) LILAS;MT
TERMO-RETRATIL ** ROLO 20MM ** (MT - 125 GRAUS) PRETO;MT
TERMO-RETRATIL ** ROLO 20MM ** (MT - 125 GRAUS) VERDE;MT
TERMO-RETRATIL ** ROLO 20MM ** (MT - 125 GRAUS) VERMELHO;MT
TERMO-RETRATIL ** ROLO 22MM ** (MT - 125 GRAUS) AZUL;MT
TERMO-RETRATIL ** ROLO 22MM ** (MT - 125 GRAUS) BRANCO;MT
TERMO-RETRATIL ** ROLO 22MM ** (MT - 125 GRAUS) LILAS;MT
